scene_id,im_id,obj_id,score,R,t,time
1,327,1,1.0,0.4415661692619324 0.8648871779441833 -0.23872464895248413 0.8829661011695862 -0.466135710477829 -0.05557412654161453 -0.1593434363603592 -0.1862461268901825 -0.9694957733154297,-13.10029411315918 8.277837753295898 98.60474395751953,0.11364734000526369
1,328,1,1.0,0.4366019368171692 0.8741180896759033 -0.21282905340194702 0.8848079442977905 -0.4600089192390442 -0.07420636713504791 -0.1627684086561203 -0.15591418743133545 -0.9742674827575684,-12.689635276794434 7.657059669494629 98.02600860595703,0.11311857099062764
1,329,1,1.0,0.4372884929180145 0.8820756077766418 -0.17527467012405396 0.8835766315460205 -0.4577034115791321 -0.09899427741765976 -0.16754426062107086 -0.11157955974340439 -0.979529857635498,-12.256285667419434 6.680932998657227 96.39454650878906,0.1140226730145514
1,330,1,1.0,0.43487825989723206 0.8878174424171448 -0.150536447763443 0.884089469909668 -0.4527093470096588 -0.11593160033226013 -0.17107534408569336 -0.08267156034708023 -0.9817834496498108,-11.53360366821289 5.669671535491943 95.23644256591797,0.1147983790084254
1,331,1,1.0,0.4265785217285156 0.8992739915847778 -0.09662753343582153 0.8872201442718506 -0.43681126832962036 -0.14844614267349243 -0.17570176720619202 -0.02240596152842045 -0.984188437461853,-9.75133991241455 4.491196632385254 97.49574279785156,0.11433165700291284
1,332,1,1.0,0.42877161502838135 0.9013146758079529 -0.06153729930520058 0.8862519860267639 -0.4328635036945343 -0.1648838222026825 -0.17524945735931396 0.016159947961568832 -0.984391450881958,-9.608333587646484 3.880307197570801 98.03141784667969,0.11363151997793466
1,333,1,1.0,0.43461334705352783 0.900368332862854 -0.02116807922720909 0.8812780380249023 -0.4300079643726349 -0.19606681168079376 -0.1856347769498825 0.06655829399824142 -0.9803619980812073,-9.740354537963867 3.396993637084961 97.19429016113281,0.11338995198602789
1,334,1,1.0,0.43919837474823 0.8983741998672485 0.005349753890186548 0.8787293434143066 -0.42834019660949707 -0.21061669290065765 -0.18692106008529663 0.09720349311828613 -0.9775541424751282,-11.132704734802246 3.6178603172302246 96.21179962158203,0.11393146501504817
1,335,1,1.0,0.4411732852458954 0.8970364928245544 0.02630177140235901 0.8780613541603088 -0.4254152178764343 -0.21915782988071442 -0.18540337681770325 0.11978115141391754 -0.975334882736206,-11.680672645568848 3.8037447929382324 96.70172882080078,0.11373596297344193
1,336,1,1.0,0.4434144198894501 0.8953638672828674 0.041318122297525406 0.8769588470458984 -0.4238480031490326 -0.22648629546165466 -0.18527506291866302 0.1366615891456604 -0.9731375575065613,-12.02452278137207 3.9051713943481445 96.89360046386719,0.11369633997092024
1,337,1,1.0,0.4447469711303711 0.8947921991348267 0.03933085501194 0.8762091994285583 -0.4255695641040802 -0.22615909576416016 -0.18562740087509155 0.1350456327199936 -0.9732959866523743,-12.143804550170898 3.888352394104004 96.92658233642578,0.11393926798482426
1,338,1,1.0,0.4485826790332794 0.8912672996520996 0.06645428389310837 0.8749701380729675 -0.4227863550186157 -0.23596392571926117 -0.18221096694469452 0.16399483382701874 -0.9694869518280029,-12.323330879211426 3.5364184379577637 97.45613861083984,0.11455479799187743
1,349,1,1.0,0.45208439230918884 0.8919662237167358 -0.004003005567938089 0.8789783120155334 -0.44625601172447205 -0.16808536648750305 -0.1517128348350525 0.07247021794319153 -0.9857643246650696,-15.013486862182617 -1.0559437274932861 99.95926666259766,0.11351224901736715
1,350,1,1.0,0.4478800892829895 0.8938673138618469 -0.020118029788136482 0.8802269101142883 -0.44476965069770813 -0.16547079384326935 -0.15685680508613586 0.05640264227986336 -0.9860094785690308,-14.63383674621582 -1.2791489362716675 98.72312927246094,0.11368808400002309
1,351,1,1.0,0.4397733807563782 0.896399974822998 -0.05537572503089905 0.8826597929000854 -0.44277331233024597 -0.1576814502477646 -0.16586455702781677 0.020466182380914688 -0.9859361052513123,-14.215666770935059 -1.1574970483779907 100.37145233154297,0.11319033303298057
1,352,1,1.0,0.43827301263809204 0.8949642777442932 -0.08340127766132355 0.880104660987854 -0.4461323916912079 -0.16242432594299316 -0.18257199227809906 -0.002215656451880932 -0.9831900000572205,-14.215864181518555 -1.1743606328964233 102.62417602539062,0.11505702800932341
1,353,1,1.0,0.4372061491012573 0.894077718257904 -0.0973445251584053 0.8738354444503784 -0.44790586829185486 -0.18918760120868683 -0.21274958550930023 -0.0023491056635975838 -0.9771040081977844,-14.82055950164795 -1.6083292961120605 109.84019470214844,0.11397504602209665
1,354,1,1.0,0.42094942927360535 0.8973852396011353 -0.13229255378246307 0.8836677074432373 -0.43862223625183105 -0.16352958977222443 -0.20477551221847534 -0.04806496575474739 -0.9776280522346497,-10.667861938476562 -2.059389352798462 105.8919906616211,0.11365277901641094
1,355,1,1.0,0.4379903972148895 0.8940710425376892 -0.09381519258022308 0.8811379075050354 -0.44764161109924316 -0.15235815942287445 -0.17821459472179413 -0.01593271642923355 -0.983862578868866,-9.970680236816406 -1.9393640756607056 103.1111068725586,0.11424324201070704
1,356,1,1.0,0.4364342987537384 0.8886730670928955 -0.14066004753112793 0.8835662007331848 -0.4528266191482544 -0.11941034346818924 -0.16981136798858643 -0.07216768711805344 -0.9828305244445801,-10.53715705871582 -0.8171596527099609 105.71249389648438,0.1145154369820375
1,357,1,1.0,0.43877503275871277 0.8816766738891602 -0.1735592931509018 0.8851354718208313 -0.45737019181251526 -0.08571847528219223 -0.15495681762695312 -0.11601234972476959 -0.9810859560966492,-12.56889820098877 0.6650941371917725 107.91486358642578,0.11418328098952771
1,358,1,1.0,0.4440440535545349 0.8773924708366394 -0.18167881667613983 0.8816038966178894 -0.4640389084815979 -0.08626917749643326 -0.15999795496463776 -0.12186143547296524 -0.9795664548873901,-13.22836685180664 1.008623719215393 108.6594009399414,0.11389923499664292
1,359,1,1.0,0.4441773593425751 0.8707669973373413 -0.2108825445175171 0.8808871507644653 -0.4674089550971985 -0.07461081445217133 -0.16353701055049896 -0.15262331068515778 -0.9746598601341248,-14.444112777709961 1.2506492137908936 109.8015365600586,0.11433091398212128
1,360,1,1.0,0.4456021189689636 0.8672758340835571 -0.22197197377681732 0.8822332620620728 -0.4675179123878479 -0.055601418018341064 -0.1519976407289505 -0.17105494439601898 -0.9734664559364319,-15.088642120361328 1.2862528562545776 110.46353149414062,0.11416649998282083
1,361,1,1.0,0.4482126832008362 0.8509349822998047 -0.27388831973075867 0.8816027045249939 -0.4714750647544861 -0.02208627574145794 -0.14792552590370178 -0.2315613478422165 -0.9615077972412109,-17.159242630004883 1.7327005863189697 109.87944793701172,0.11422989700222388
1,362,1,1.0,0.4599846303462982 0.8481783866882324 -0.2626928389072418 0.8756073117256165 -0.4824082851409912 -0.024372076615691185 -0.14739705622196198 -0.2188049852848053 -0.9645716547966003,-18.975988388061523 2.203423261642456 108.60641479492188,0.11461456902325154
1,363,1,1.0,0.47220373153686523 0.8429166674613953 -0.25790494680404663 0.8693084716796875 -0.49377232789993286 -0.022171933203935623 -0.14603540301322937 -0.21372930705547333 -0.9659157991409302,-21.300979614257812 2.837106704711914 106.12924194335938,0.11424682803917677
1,364,1,1.0,0.4741099178791046 0.8429449796676636 -0.2542904019355774 0.8686245679855347 -0.49500855803489685 -0.021398570388555527 -0.14391373097896576 -0.21073763072490692 -0.9668911695480347,-21.785673141479492 2.8940980434417725 104.89701080322266,0.11411247998476029
1,365,1,1.0,0.47562143206596375 0.8437099456787109 -0.24887296557426453 0.8679876327514648 -0.4960581660270691 -0.02288593351840973 -0.14276455342769623 -0.2051336020231247 -0.9682657122612,-21.783037185668945 2.734675884246826 103.81871032714844,0.11324524503434077
1,366,1,1.0,0.4881063401699066 0.8387516736984253 -0.24134588241577148 0.8619076609611511 -0.506747305393219 -0.017951803281903267 -0.13735850155353546 -0.19925546646118164 -0.9702730774879456,-20.464523315429688 1.9616577625274658 102.2991943359375,0.1133207040198613
1,368,1,1.0,0.4868488907814026 0.8476163744926453 -0.21100836992263794 0.8616909980773926 -0.5056156516075134 -0.04291204363107681 -0.14306208491325378 -0.16093233227729797 -0.9765418767929077,-16.110008239746094 -0.6234087944030762 103.49956512451172,0.11348239299841226
1,369,1,1.0,0.4768967032432556 0.8527164459228516 -0.2131769359111786 0.867326557636261 -0.49586302042007446 -0.04318174347281456 -0.14252834022045135 -0.16430078446865082 -0.9760589003562927,-14.103752136230469 -1.857405424118042 104.81465911865234,0.11455067002098077
1,370,1,1.0,0.4710635542869568 0.8618430495262146 -0.18795114755630493 0.8693899512290955 -0.48965415358543396 -0.0663316398859024 -0.1491985321044922 -0.13215643167495728 -0.9799359440803528,-12.554972648620605 -2.790623664855957 104.82365417480469,0.11431049601524138
1,371,1,1.0,0.472748339176178 0.862053394317627 -0.18268266320228577 0.8682345151901245 -0.4911028742790222 -0.07061679661273956 -0.15059144794940948 -0.1252274215221405 -0.9806325435638428,-12.0459566116333 -3.0943946838378906 104.90882110595703,0.11393341799848714
1,372,1,1.0,0.48089107871055603 0.857073187828064 -0.18484966456890106 0.8638416528701782 -0.49923086166381836 -0.06742582470178604 -0.15007150173187256 -0.127256378531456 -0.9804511070251465,-12.525801658630371 -3.0804009437561035 102.85560607910156,0.11442084097652697
1,373,1,1.0,0.4893287122249603 0.8550126552581787 -0.17178763449192047 0.8608463406562805 -0.5050930380821228 -0.061844270676374435 -0.13964638113975525 -0.1176205649971962 -0.9831908345222473,-12.94420337677002 -2.928489923477173 102.33555603027344,0.11415769298910164
1,374,1,1.0,0.4938657283782959 0.8511328101158142 -0.17795994877815247 0.8570047616958618 -0.5110676288604736 -0.06597607582807541 -0.147103950381279 -0.11992920190095901 -0.9818235635757446,-13.102201461791992 -2.788480758666992 102.28485870361328,0.11423329304088839
1,375,1,1.0,0.4951801896095276 0.8526722192764282 -0.1665729135274887 0.8573145866394043 -0.5106337666511536 -0.06530502438545227 -0.14074154198169708 -0.11046763509511948 -0.9838641881942749,-11.728941917419434 -3.7132487297058105 103.14602661132812,0.11317720898077824
1,376,1,1.0,0.49060243368148804 0.8543410301208496 -0.1714951992034912 0.8585593104362488 -0.5075688362121582 -0.07245475798845291 -0.14894667267799377 -0.11169231683015823 -0.9825170040130615,-10.157990455627441 -4.831229209899902 102.86268615722656,0.11462711303611287
1,377,1,1.0,0.4911856949329376 0.8545409440994263 -0.1688082069158554 0.8579636812210083 -0.5081042051315308 -0.07568573206663132 -0.15044870972633362 -0.10765556991100311 -0.982738733291626,-9.434836387634277 -5.599399089813232 103.07430267333984,0.11447643301798963
1,378,1,1.0,0.5001776814460754 0.8483920097351074 -0.17335906624794006 0.8528164625167847 -0.5173345804214478 -0.07119762897491455 -0.1500881314277649 -0.1122320145368576 -0.9822818040847778,-10.237786293029785 -5.60776424407959 102.23750305175781,0.11392452200525441
1,379,1,1.0,0.5157323479652405 0.8366734981536865 -0.1843845099210739 0.8428954482078552 -0.5340495705604553 -0.06571425497531891 -0.1534518450498581 -0.12152588367462158 -0.9806548953056335,-11.603118896484375 -4.543026924133301 102.12007141113281,0.11376669001183473
1,380,1,1.0,0.5232414603233337 0.8270978331565857 -0.20525000989437103 0.8399926424026489 -0.5411678552627563 -0.03936579450964928 -0.14363408088684082 -0.1518106907606125 -0.9779175519943237,-11.748129844665527 -4.661746025085449 99.54991912841797,0.11417003601090983
1,381,1,1.0,0.5285652279853821 0.8200201392173767 -0.21951256692409515 0.8384913206100464 -0.5446872711181641 -0.015749197453260422 -0.13248035311698914 -0.17573490738868713 -0.9754825234413147,-10.988263130187988 -5.22251033782959 98.53800201416016,0.1142374009883497
1,382,1,1.0,0.5294288396835327 0.8185553550720215 -0.2228725254535675 0.8387012481689453 -0.5445381999015808 -0.007636518683284521 -0.12761351466178894 -0.1828804910182953 -0.97481769323349,-10.934321403503418 -5.6307830810546875 97.03202056884766,0.1139387569797691
1,383,1,1.0,0.5303834676742554 0.818483293056488 -0.22085869312286377 0.8374842405319214 -0.5462984442710876 -0.013349323533475399 -0.13158093392848969 -0.17788539826869965 -0.9752144813537598,-11.003299713134766 -6.023515224456787 98.74758911132812,0.11447418000316248
1,384,1,1.0,0.5326308608055115 0.8191260099411011 -0.21292492747306824 0.8355669975280762 -0.5489601492881775 -0.02169186621904373 -0.1346556693315506 -0.1663592904806137 -0.9768277406692505,-11.118912696838379 -6.126399040222168 99.57583618164062,0.11398185797734187
1,385,1,1.0,0.5353610515594482 0.8128605484962463 -0.22944778203964233 0.8345282077789307 -0.550945520401001 -0.004654363729059696 -0.13019657135009766 -0.18898887932300568 -0.9733098745346069,-12.68682861328125 -5.005745887756348 100.29984283447266,0.11359678601147608
1,386,1,1.0,0.5406931042671204 0.8121256232261658 -0.21932338178157806 0.831233561038971 -0.5558501482009888 -0.00901817623525858 -0.12923483550548553 -0.17743289470672607 -0.9756104946136475,-13.425259590148926 -4.493914604187012 100.05545806884766,0.1143444889690727
1,387,1,1.0,0.5438674688339233 0.8093180656433105 -0.22183886170387268 0.8295586109161377 -0.5584090948104858 -0.0034287681337445974 -0.126651793718338 -0.1821635514497757 -0.9750773310661316,-13.916160583496094 -3.7381179332733154 100.74547576904297,0.11397813099902124
1,388,1,1.0,0.5483365058898926 0.8046891689300537 -0.2276015430688858 0.8263630270957947 -0.5631377100944519 -0.00011307347449474037 -0.128261998295784 -0.1880195140838623 -0.9737544655799866,-14.179551124572754 -3.1070358753204346 101.6771240234375,0.11405418201466092
1,389,1,1.0,0.562949001789093 0.7913590669631958 -0.23840992152690887 0.8158247470855713 -0.5782575011253357 0.006956081371754408 -0.13235756754875183 -0.19841662049293518 -0.971139669418335,-16.0986270904541 -0.7137775421142578 102.51922607421875,0.11346910998108797
1,390,1,1.0,0.5676547288894653 0.787054181098938 -0.24148277938365936 0.8138003349304199 -0.5807993412017822 0.02003069967031479 -0.12448777258396149 -0.20788928866386414 -0.9701983332633972,-17.796825408935547 0.8406119346618652 101.69473266601562,0.11433035300578923
1,391,1,1.0,0.5753098726272583 0.7836434245109558 -0.23435327410697937 0.8082866072654724 -0.5885671377182007 0.016165902838110924 -0.12526433169841766 -0.19872500002384186 -0.9720170497894287,-18.700885772705078 1.6448665857315063 100.37297821044922,0.11443124900106341
1,392,1,1.0,0.5776686072349548 0.783778190612793 -0.22801473736763 0.8066680431365967 -0.590870201587677 0.012611277401447296 -0.12484268099069595 -0.1912173479795456 -0.9735759496688843,-19.069278717041016 1.9906822443008423 99.55844116210938,0.11462847500806675
1,394,1,1.0,0.5835430026054382 0.7822083830833435 -0.2182377129793167 0.8029172420501709 -0.5959936380386353 0.010747941210865974 -0.12166114151477814 -0.1814987063407898 -0.9758365154266357,-19.769672393798828 2.8216421604156494 99.43147277832031,0.11440398901468143
1,395,1,1.0,0.5862969160079956 0.7791035771369934 -0.2219315618276596 0.7998729348182678 -0.6001364588737488 0.006283826660364866 -0.1282934695482254 -0.1812012493610382 -0.9750419855117798,-20.235708236694336 3.469616651535034 99.56217193603516,0.11416610900196247
1,396,1,1.0,0.5836676359176636 0.7811691164970398 -0.22160063683986664 0.8021870255470276 -0.5970150232315063 0.008307279087603092 -0.12580950558185577 -0.18261384963989258 -0.9751021265983582,-20.812368392944336 4.222245216369629 99.49858093261719,0.11411015496705659
1,397,1,1.0,0.5891340374946594 0.7766271233558655 -0.22309525310993195 0.7991904020309448 -0.6007757186889648 0.019057497382164 -0.11922962963581085 -0.18952299654483795 -0.9746103882789612,-21.07386016845703 4.82417631149292 99.10148620605469,0.11445762999355794
1,398,1,1.0,0.5943791270256042 0.7703699469566345 -0.23074595630168915 0.7948887944221497 -0.6063061952590942 0.023338504135608673 -0.12192339450120926 -0.19728930294513702 -0.9727340936660767,-21.23166275024414 5.44752836227417 98.73092651367188,0.11432434198795818
1,399,1,1.0,0.6000147461891174 0.7623640298843384 -0.2424527406692505 0.790172815322876 -0.6121103167533875 0.030787331983447075 -0.12493666261434555 -0.21005243062973022 -0.9696745872497559,-21.4194393157959 6.701939105987549 97.82329559326172,0.11579592601046898
1,401,1,1.0,0.6017587184906006 0.7614561319351196 -0.24097922444343567 0.7883504629135132 -0.6146600246429443 0.026392752304673195 -0.1280234009027481 -0.20585814118385315 -0.970171332359314,-20.581880569458008 6.7704243659973145 96.0291519165039,0.12077673500753008
1,403,1,1.0,0.6021583080291748 0.7678651213645935 -0.21860593557357788 0.7868372797966003 -0.6171603202819824 -0.0004357284342404455 -0.13524948060512543 -0.1717449277639389 -0.9758131504058838,-19.559804916381836 6.455719947814941 95.2690658569336,0.1157381689932663
1,404,1,1.0,0.6041801571846008 0.7658535242080688 -0.2200789600610733 0.7869017124176025 -0.61693274974823 0.013405499048531055 -0.12550726532936096 -0.18127983808517456 -0.9753898978233337,-19.45919418334961 5.237308979034424 91.77238464355469,0.1139287599886302
1,405,1,1.0,0.598103404045105 0.779769241809845 -0.18501919507980347 0.7949531674385071 -0.6065177917480469 0.0136214355006814 -0.10159585624933243 -0.1552286297082901 -0.9826404452323914,-18.479337692260742 2.1234703063964844 84.69314575195312,0.11331926201237366
1,406,1,1.0,0.5879133939743042 0.7896996736526489 -0.17530621588230133 0.802792489528656 -0.5962234139442444 0.00647388119250536 -0.09940925985574722 -0.14454057812690735 -0.9844925999641418,-17.44695281982422 -0.4929136633872986 85.11460876464844,0.11351216802140698
1,407,1,1.0,0.5864778757095337 0.7906798720359802 -0.1756957769393921 0.8028058409690857 -0.5962308049201965 -0.00341404159553349 -0.10745465010404587 -0.13904735445976257 -0.9844385385513306,-17.9005184173584 -0.6659096479415894 87.59989929199219,0.11448707401868888
1,408,1,1.0,0.5862856507301331 0.7918298244476318 -0.17109820246696472 0.8038913011550903 -0.5947726964950562 0.0020520780235528946 -0.10013965517282486 -0.1387474536895752 -0.985251784324646,-18.514101028442383 -0.32313376665115356 89.09998321533203,0.11413063297513873
1,410,1,1.0,0.5873314142227173 0.7907989621162415 -0.1722751408815384 0.8018383979797363 -0.5974742770195007 -0.008922934532165527 -0.10998620837926865 -0.13289609551429749 -0.9850084185600281,-19.08580780029297 0.18046817183494568 89.82088470458984,0.11428201299859211
1,411,1,1.0,0.5875949263572693 0.7911271452903748 -0.16985276341438293 0.8022626638412476 -0.5969498157501221 -0.005049746949225664 -0.10538854449987411 -0.1332993358373642 -0.9854564666748047,-19.027599334716797 0.09298153221607208 90.25382232666016,0.11368737302254886
1,412,1,1.0,0.5856435298919678 0.7915692329406738 -0.17447035014629364 0.8024027943611145 -0.5966306328773499 -0.01348301861435175 -0.11476708948612213 -0.13209925591945648 -0.9845701456069946,-18.6992130279541 -0.14926888048648834 90.75534057617188,0.11435150302131661
1,413,1,1.0,0.582868218421936 0.7938283681869507 -0.17349720001220703 0.8044599294662476 -0.5938313603401184 -0.014444218948483467 -0.11449429392814636 -0.13115248084068298 -0.9847284555435181,-18.1767635345459 -0.5959881544113159 90.93791961669922,0.11448840502416716
1,414,1,1.0,0.5807627439498901 0.7960975170135498 -0.17012755572795868 0.805403470993042 -0.592308759689331 -0.022261176258325577 -0.11849009990692139 -0.12409286946058273 -0.9851706027984619,-17.86542320251465 -0.9167665243148804 90.97998809814453,0.11438476401381195
1,416,1,1.0,0.5769744515419006 0.8067612648010254 -0.12742379307746887 0.8074636459350586 -0.5868955850601196 -0.05963319540023804 -0.12289418280124664 -0.06848324090242386 -0.9900540709495544,-18.366233825683594 -0.5273382663726807 92.22115325927734,0.11392784898052924
1,418,1,1.0,0.57438063621521 0.8145701289176941 -0.08100910484790802 0.8085851669311523 -0.5800003409385681 -0.09894311428070068 -0.1275814175605774 -0.008671760559082031 -0.9917901754379272,-18.059635162353516 -0.5743880867958069 91.4256820678711,0.11386713702231646
1,420,1,1.0,0.5731119513511658 0.8189582824707031 -0.029156627133488655 0.8097460269927979 -0.5714146494865417 -0.13340403139591217 -0.1259128600358963 0.052845992147922516 -0.9906327724456787,-18.144527435302734 -0.5857396125793457 89.1411361694336,0.11508941801148467
1,421,1,1.0,0.5733246207237244 0.8192903995513916 -0.007883580401539803 0.8093559145927429 -0.5678168535232544 -0.15009024739265442 -0.12744392454624176 0.07966981083154678 -0.9886408448219299,-18.35866355895996 -0.38846513628959656 89.24674224853516,0.11465803000610322
1,422,1,1.0,0.5726000070571899 0.8193938136100769 0.02688954770565033 0.8078224062919617 -0.5583124756813049 -0.1889711618423462 -0.13982903957366943 0.1299268752336502 -0.9816144108772278,-18.45509147644043 -0.06480160355567932 90.06719970703125,0.11467896800022573
1,423,1,1.0,0.5718263387680054 0.8191006183624268 0.04570227861404419 0.8062331676483154 -0.5507974028587341 -0.21589398384094238 -0.15166619420051575 0.16030055284500122 -0.9753466248512268,-18.170543670654297 -0.048584163188934326 91.28182220458984,0.11397329199244269
1,425,1,1.0,0.5704271793365479 0.8164523839950562 0.0895448625087738 0.8066802024841309 -0.5363892316818237 -0.24810005724430084 -0.15453100204467773 0.21375708281993866 -0.9645870327949524,-17.47077178955078 0.05158693343400955 92.64262390136719,0.11387725400854834
1,426,1,1.0,0.57027268409729 0.815197229385376 0.10120553523302078 0.8062476515769958 -0.5318538546562195 -0.2590292990207672 -0.15733343362808228 0.22931405901908875 -0.9605525732040405,-17.279659271240234 0.11257977783679962 92.21154022216797,0.11380360699840822
1,427,1,1.0,0.5691726803779602 0.8147822618484497 0.11032842844724655 0.8070791959762573 -0.5280097723007202 -0.2642514109611511 -0.15705285966396332 0.2394484579563141 -0.9581225514411926,-16.785802841186523 0.016375986859202385 90.28851318359375,0.11365471302415245
1,428,1,1.0,0.5690804123878479 0.8145315051078796 0.11263193935155869 0.8071300983428955 -0.527155339717865 -0.26579749584198 -0.15712592005729675 0.24216876924037933 -0.9574265480041504,-16.399049758911133 -0.1582055538892746 89.61127471923828,0.11426295799319633
1,429,1,1.0,0.5677611231803894 0.8117735981941223 0.13664130866527557 0.8099126815795898 -0.521156370639801 -0.2691420018672943 -0.14727090299129486 0.2634758949279785 -0.9533581137657166,-15.95146369934082 -0.22199633717536926 88.88032531738281,0.1144327529706061
1,430,1,1.0,0.5692870616912842 0.8101349472999573 0.13997714221477509 0.8071764707565308 -0.5184310674667358 -0.28230369091033936 -0.15613558888435364 0.273698091506958 -0.9490579962730408,-15.482573509216309 0.42401841282844543 88.97913360595703,0.11464012602809817
1,431,1,1.0,0.5719661712646484 0.8129423260688782 0.10945045948028564 0.8032782077789307 -0.5280811190605164 -0.27545303106307983 -0.1661287099123001 0.24546900391578674 -0.9550634026527405,-14.031017303466797 1.2262358665466309 90.70932006835938,0.11455565096694045
1,432,1,1.0,0.5688177347183228 0.8195962905883789 0.06861752271652222 0.8061994910240173 -0.5391161441802979 -0.2437133938074112 -0.16275377571582794 0.1939479112625122 -0.9674169421195984,-13.271621704101562 1.5546432733535767 91.07997131347656,0.11527225703466684
1,433,1,1.0,0.5713061690330505 0.820590078830719 -0.015533133409917355 0.8040708303451538 -0.5633993148803711 -0.18987196683883667 -0.16455839574337006 0.0959852933883667 -0.981685996055603,-14.509542465209961 2.796131134033203 91.06941223144531,0.11411370202549734
1,434,1,1.0,0.5796411037445068 0.8131084442138672 -0.05358070880174637 0.8007639050483704 -0.5805554389953613 -0.1474197655916214 -0.15097485482692719 0.04254504665732384 -0.9876216650009155,-16.901975631713867 4.843693256378174 91.0500717163086,0.11377525701536798
1,435,1,1.0,0.583888590335846 0.8086382746696472 -0.0719599649310112 0.7984360456466675 -0.5880292654037476 -0.12931132316589355 -0.146880641579628 0.01804797537624836 -0.9889896512031555,-18.102636337280273 5.8322834968566895 90.38175964355469,0.11392176700755954
1,436,1,1.0,0.5879185795783997 0.8027911186218262 -0.09938979148864746 0.7963650822639465 -0.5959715247154236 -0.10305669903755188 -0.14196649193763733 -0.01856161095201969 -0.9896974563598633,-18.47068214416504 6.374925136566162 89.38358306884766,0.11401595101924614
1,437,1,1.0,0.5851938128471375 0.8021694421768188 -0.11862745881080627 0.7979156970977783 -0.595701277256012 -0.09203606098890305 -0.14449502527713776 -0.04079578071832657 -0.9886642098426819,-16.89621925354004 5.755942344665527 88.53833770751953,0.11372103599715047
1,438,1,1.0,0.584409773349762 0.799305260181427 -0.13991492986679077 0.7991904616355896 -0.5968228578567505 -0.07139316946268082 -0.14056935906410217 -0.07009582221508026 -0.9875863194465637,-16.635974884033203 5.798924446105957 88.5573959350586,0.11426210699719377
1,441,1,1.0,0.5802533030509949 0.7918314933776855 -0.1905493140220642 0.8008853793144226 -0.597263514995575 -0.043115340173244476 -0.1479482203722 -0.12759031355381012 -0.980730414390564,-15.906347274780273 5.7040557861328125 91.60139465332031,0.11410311198560522
1,442,1,1.0,0.580466091632843 0.7894307374954224 -0.19964559376239777 0.8008909225463867 -0.5977785587310791 -0.035136014223098755 -0.14708131551742554 -0.13949909806251526 -0.9792380332946777,-16.116104125976562 5.930735111236572 93.0387191772461,0.11418076601112262
1,443,1,1.0,0.5798893570899963 0.7842457890510559 -0.22065086662769318 0.8021984696388245 -0.5969090461730957 -0.013310841284692287 -0.14214745163917542 -0.16928698122501373 -0.9752620458602905,-16.6126708984375 6.2953901290893555 94.40216064453125,0.11432150602340699
1,445,1,1.0,0.5809834599494934 0.7729687690734863 -0.2549070417881012 0.8010056614875793 -0.5985630750656128 0.010593858547508717 -0.14438919723033905 -0.2103368490934372 -0.9669075012207031,-17.828046798706055 7.041994571685791 95.57990264892578,0.11419006398646162
1,446,1,1.0,0.5785014629364014 0.7608820199966431 -0.2939295172691345 0.8032893538475037 -0.5940119624137878 0.043313395231962204 -0.14164124429225922 -0.2611673176288605 -0.9548452496528625,-18.707916259765625 7.760447025299072 96.12220001220703,0.11435386700904929
1,447,1,1.0,0.5782085061073303 0.7481656670570374 -0.3254581093788147 0.8041785359382629 -0.5899460315704346 0.0725298598408699 -0.1377383917570114 -0.3036637604236603 -0.9427706003189087,-20.436561584472656 8.9324951171875 95.71792602539062,0.11399346897960641
1,448,1,1.0,0.5808303356170654 0.7431961297988892 -0.33210793137550354 0.8029056787490845 -0.5902507305145264 0.08334627002477646 -0.1340842992067337 -0.3150613605976105 -0.9395518898963928,-21.1885986328125 9.4644193649292 96.07079315185547,0.11399711702833884
1,449,1,1.0,0.5817601084709167 0.7379230856895447 -0.3420887291431427 0.8020148277282715 -0.5904450416564941 0.09026078134775162 -0.13537907600402832 -0.3268703520298004 -0.9353225231170654,-21.88811492919922 9.972269058227539 96.19739532470703,0.11447811600519345
1,450,1,1.0,0.5846835374832153 0.734059751033783 -0.3454003930091858 0.7997047901153564 -0.5931150317192078 0.0932031199336052 -0.13644547760486603 -0.3307127058506012 -0.9338156580924988,-22.445560455322266 10.361824035644531 96.4040298461914,0.11436038900283166
1,452,1,1.0,0.587581992149353 0.7390369772911072 -0.32950225472450256 0.7979550361633301 -0.5967703461647034 0.08445674926042557 -0.13422049582004547 -0.3125532269477844 -0.9403698444366455,-23.7889347076416 10.631612777709961 96.81678771972656,0.11390531699871645
1,454,1,1.0,0.5858864784240723 0.7718961238861084 -0.24680645763874054 0.7970953583717346 -0.6038424372673035 0.0036616853903979063 -0.14620575308799744 -0.1988736242055893 -0.9690578579902649,-23.99165916442871 10.411099433898926 100.17576599121094,0.11376359397545457
1,455,1,1.0,0.5868646502494812 0.7806463837623596 -0.2148979753255844 0.796126127243042 -0.6047102808952332 -0.02255312167108059 -0.14755702018737793 -0.15785028040409088 -0.9763761162757874,-23.808393478393555 9.944857597351074 99.90045928955078,0.1137620710011106
1,456,1,1.0,0.589299738407135 0.7864879965782166 -0.18483056128025055 0.794651448726654 -0.6055366396903992 -0.04306304082274437 -0.145790234208107 -0.12149883806705475 -0.9818264842033386,-23.56174087524414 9.601690292358398 98.88935852050781,0.11405371000873857
